PerformanceID,EmployeeID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating
PR2523,5605-237E,2018-08-25,5,2,2,2,2,4,4,3
PR2524,65A0-5D04,2018-08-26,3,4,2,3,0,5,5,5
PR2525,4FD5-CC71,2018-08-27,4,4,4,1,3,2,4,4
PR2526,993B-186B,2018-08-29,4,5,4,3,1,3,5,4
PR2527,15B3-F392,2018-08-30,3,2,2,2,3,2,5,5
PR2528,E616-CAD8,2018-08-31,4,2,4,2,0,3,5,4
PR2529,134B-4157,2018-09-01,5,4,4,2,0,5,5,5
PR253,528C-3E0D,2014-03-17,3,2,2,3,1,5,4,3
PR2530,BD97-F94D,2018-09-01,4,4,2,1,2,2,3,3
PR2531,2DD1-FD7F,2018-09-02,5,3,5,1,2,2,5,4
PR2532,C730-6B13,2018-09-02,3,4,3,2,0,3,4,4
PR2533,D6A7-EF72,2018-09-03,3,4,3,1,3,3,5,5
PR2534,2ED2-2CEC,2018-09-03,5,5,3,1,1,5,4,3
PR2535,39A2-9B0A,2018-09-04,3,3,3,1,2,5,3,3
PR2536,F5C3-07B0,2018-09-04,4,4,4,3,1,4,3,3
PR2537,71CC-7412,2018-09-05,5,2,2,3,0,2,5,4
PR2538,B09D-DFEC,2018-09-06,5,4,5,2,3,4,3,3
PR2539,D014-7DB2,2018-09-08,4,3,2,1,1,5,5,5
PR254,9727-BC84,2014-03-19,4,4,4,1,1,5,4,3
PR2540,07F1-62C3,2018-09-08,5,2,5,2,3,5,3,3
PR2541,9F02-0D39,2018-09-09,3,4,5,2,1,3,4,3
PR2542,C973-E8E5,2018-09-09,4,2,4,2,1,2,5,5
PR2543,1D35-190A,2018-09-11,3,2,5,1,0,3,3,3
PR2544,4404-DE5A,2018-09-12,3,4,2,2,1,2,4,4
PR2545,8F78-4A32,2018-09-12,3,5,5,1,0,5,3,3
PR2546,BB09-BF7F,2018-09-12,5,5,3,2,0,5,3,2
PR2547,6135-885F,2018-09-14,5,3,3,1,0,4,4,3
PR2548,7623-9AF1,2018-09-15,4,3,4,1,0,2,4,3
PR2549,3F19-FC5A,2018-09-16,5,5,2,1,2,2,4,4
PR255,DA8E-9496,2014-03-19,3,4,5,3,0,4,3,3
PR2550,A71E-A9DC,2018-09-16,5,4,3,1,2,3,4,3
PR2551,5741-0022,2018-09-19,5,5,2,1,1,2,4,3
PR2552,2FC8-999D,2018-09-20,3,4,2,3,2,2,5,5
PR2553,3476-CA56,2018-09-21,4,3,5,3,1,2,4,3
PR2554,80BE-E2B5,2018-09-21,4,3,4,1,2,3,4,3
PR2555,07F5-A45D,2018-09-22,4,5,4,2,0,5,5,5
PR2556,E430-E462,2018-09-23,4,5,4,2,0,5,3,3
PR2557,46D6-CA7A,2018-09-23,5,3,4,2,2,4,3,2
PR2558,E7D3-03C9,2018-09-24,3,2,2,2,0,5,4,3
PR2559,DF7E-3233,2018-09-25,4,5,2,1,1,3,5,5
PR256,DEC5-9319,2014-03-19,3,4,5,3,1,3,4,4
PR2560,7F61-2397,2018-09-26,3,5,2,2,0,3,3,3
PR2561,EB81-3E51,2018-09-26,5,3,3,3,3,5,4,4
PR2562,C1B4-46B2,2018-09-26,3,3,5,1,0,2,4,4
PR2563,469A-8121,2018-09-27,5,5,2,1,1,5,5,4
PR2564,1CB3-F7D7,2018-09-28,5,3,5,3,3,4,5,4
PR2565,9085-1FE8,2018-09-28,3,3,3,1,1,4,4,3
PR2566,F890-975A,2018-09-28,4,2,2,3,1,3,5,4
PR2567,B990-35DA,2018-09-29,5,5,4,3,0,2,3,2
PR2568,E62F-4FF7,2018-09-29,5,4,3,1,1,2,5,5
PR2569,5C7B-86C0,2018-09-30,5,2,5,3,1,3,3,3
PR257,0FC3-2572,2014-03-21,3,2,4,1,2,4,4,4
PR2570,130F-32AB,2018-10-01,4,3,3,1,0,2,4,4
PR2571,B34E-95FF,2018-10-01,3,2,5,3,2,4,5,4
PR2572,87D2-8B67,2018-10-01,4,3,4,3,2,3,5,4
PR2573,2C7D-F9F1,2018-10-01,3,2,5,1,1,3,4,4
PR2574,B102-5713,2018-10-01,4,4,3,1,2,2,5,4
PR2575,277A-A6FA,2018-10-03,3,4,3,1,2,2,4,4
PR2576,825E-0B3A,2018-10-04,3,2,5,2,0,3,3,3
PR2577,6C86-3DC0,2018-10-04,3,5,3,3,1,5,5,4
PR2578,D4D7-3C3F,2018-10-04,3,2,2,2,0,5,3,2
PR2579,3DB7-2942,2018-10-04,4,2,4,1,1,2,3,2
PR258,E1B4-9AA1,2014-03-23,3,3,5,1,3,4,5,4
PR2580,0FE8-B881,2018-10-04,3,5,2,1,3,3,3,2
PR2581,022A-0219,2018-10-08,4,5,4,3,0,2,5,4
PR2582,817D-28CE,2018-10-09,3,4,5,2,0,5,5,5
PR2583,EC6A-DD76,2018-10-09,5,5,4,1,0,2,5,4
PR2584,8365-EB74,2018-10-09,5,3,2,2,2,4,4,4
PR2585,F401-1B75,2018-10-09,3,3,4,2,1,3,5,4
PR2586,7589-66E3,2018-10-10,5,3,3,2,2,3,4,3
PR2587,12A7-AFD6,2018-10-10,4,3,5,3,1,4,3,2
PR2588,FAC0-942B,2018-10-14,5,4,4,3,2,3,3,2
PR2589,278C-D482,2018-10-14,3,5,3,3,1,4,3,3
PR259,3CD6-5587,2014-03-24,4,4,5,1,0,2,3,2
PR2590,15D4-53C2,2018-10-15,4,5,3,2,3,4,4,4
PR2591,2250-86C5,2018-10-15,5,5,5,1,1,5,3,3
PR2592,5C48-9106,2018-10-15,3,4,2,1,1,3,5,5
PR2593,8DA7-0090,2018-10-15,4,5,3,3,3,2,4,3
PR2594,30CB-BCD0,2018-10-16,4,2,4,2,2,5,3,3
PR2595,45FF-ACE6,2018-10-17,3,3,3,1,2,2,3,3
PR2596,AA19-95BD,2018-10-17,4,5,4,3,0,3,4,4
PR2597,FEEC-A663,2018-10-17,3,2,2,2,1,5,5,5
PR2598,7269-88EC,2018-10-18,3,4,4,3,0,3,5,4
PR2599,465A-91D1,2018-10-19,4,2,5,3,1,2,5,4
PR26,606E-A262,2013-01-20,4,2,2,3,2,4,5,4
PR260,BAFA-86DF,2014-03-24,4,5,3,1,1,2,5,5
PR2600,6F3E-2A75,2018-10-20,4,3,2,1,0,5,3,3
PR2601,CD0F-DE05,2018-10-20,4,5,4,2,1,2,4,4
PR2602,851C-E7E2,2018-10-21,5,3,2,1,0,3,4,3
PR2603,21CB-EF3E,2018-10-22,3,4,5,2,0,3,4,3
PR2604,31FB-D496,2018-10-22,3,4,4,3,1,3,4,3
PR2605,A76C-AEB3,2018-10-24,5,2,2,2,1,5,4,4
PR2606,2E9A-BD2E,2018-10-25,3,4,4,3,0,4,3,2
PR2607,7378-5351,2018-10-25,4,4,2,3,0,2,5,4
PR2608,CEE0-94C3,2018-10-25,4,4,3,1,1,4,4,4
PR2609,9C7D-E1B1,2018-10-26,4,4,1,2,0,2,3,2
PR261,5160-53BD,2014-03-25,5,2,3,2,1,4,5,5
PR2610,D199-1896,2018-10-26,1,4,2,3,3,2,5,5
PR2611,7F91-C628,2018-10-26,3,1,1,3,3,1,4,3
PR2612,B341-8D6A,2018-10-26,4,3,2,1,3,4,5,4
PR2613,2698-A448,2018-10-27,4,3,1,3,1,1,4,3
PR2614,8C57-8F84,2018-10-28,2,3,2,3,1,1,5,4
PR2615,9E22-6287,2018-10-29,3,3,5,1,2,5,5,5
PR2616,8F7F-015D,2018-10-29,5,4,2,3,0,3,3,2
PR2617,3012-1A41,2018-10-30,5,5,4,3,0,4,5,5
PR2618,6280-B47F,2018-10-31,3,4,2,1,1,4,4,3
PR2619,0868-097F,2018-10-31,5,2,2,3,1,5,5,4
PR262,81FF-8D6C,2014-03-25,4,2,3,3,0,3,4,4
PR2620,7B9D-8612,2018-10-31,3,2,5,1,1,4,4,4
PR2621,C1C6-F683,2018-11-01,4,3,4,1,0,2,4,3
PR2622,EBBD-37D4,2018-11-02,5,5,3,1,1,4,3,3
PR2623,0240-4D29,2018-11-02,3,5,5,3,0,3,5,5
PR2624,7FA1-BC64,2018-11-03,3,2,5,2,0,4,4,4
PR2625,D245-5D80,2018-11-03,5,4,3,2,3,4,3,3
PR2626,DD78-E811,2018-11-04,3,3,4,3,0,4,5,5
PR2627,EC6E-7F42,2018-11-05,3,3,5,3,0,5,5,5
PR2628,2407-5A4E,2018-11-05,4,4,5,1,0,3,4,3
PR2629,1363-6BF9,2018-11-06,3,3,2,2,0,4,5,4
PR263,84E7-02D4,2014-03-26,5,3,5,3,0,5,4,3
PR2630,1C24-233B,2018-11-06,5,2,5,3,2,3,5,5
PR2631,67ED-A630,2018-11-06,4,5,2,3,0,5,5,4
PR2632,CC7A-EE97,2018-11-06,3,2,3,2,1,4,4,4
PR2633,FD95-9EEB,2018-11-07,3,2,3,2,0,4,5,5
PR2634,4C62-5BE8,2018-11-07,5,4,5,2,3,4,4,3
PR2635,B679-F7C9,2018-11-07,5,4,2,3,1,4,3,3
PR2636,AFDF-3DA8,2018-11-08,5,4,3,1,0,4,3,2
PR2637,3642-EEAE,2018-11-08,4,3,5,3,1,2,5,5
PR2638,BAB4-3AC8,2018-11-08,4,5,3,3,2,4,5,5
PR2639,BFF3-AADC,2018-11-09,3,5,5,1,3,3,3,2
PR264,6010-A052,2014-03-26,3,2,2,2,1,3,4,3
PR2640,AB4A-E71A,2018-11-09,4,4,4,1,2,4,3,3
PR2641,D871-1F74,2018-11-09,3,2,5,3,1,3,3,3
PR2642,4FC2-A40D,2018-11-10,5,3,4,3,1,3,4,4
PR2643,3E4A-F28F,2018-11-11,5,2,3,1,3,3,5,5
PR2644,F578-F0C8,2018-11-11,5,3,5,1,1,5,5,5
PR2645,2A04-49D1,2018-11-11,5,3,5,1,0,2,5,5
PR2646,F9E1-87E9,2018-11-12,4,4,3,2,0,4,4,3
PR2647,A696-1216,2018-11-13,5,5,2,2,0,4,4,4
PR2648,9728-1A5B,2018-11-14,5,5,3,3,1,5,5,4
PR2649,4565-62DE,2018-11-15,3,3,2,2,3,3,3,3
PR265,E9AB-3F99,2014-03-26,5,3,4,1,0,3,4,3
PR2650,C395-8C36,2018-11-17,3,5,3,3,0,3,4,3
PR2651,B063-A2B5,2018-11-17,4,3,2,1,2,2,5,5
PR2652,FB5B-C127,2018-11-17,5,2,3,1,0,5,3,3
PR2653,C25C-C434,2018-11-18,5,3,4,2,0,2,4,3
PR2654,4DA0-81D7,2018-11-18,3,2,3,3,1,3,5,5
PR2655,7DD6-128C,2018-11-18,4,2,5,2,0,5,5,4
PR2656,0145-DBFC,2018-11-19,5,5,3,3,1,4,5,5
PR2657,8292-6635,2018-11-19,5,4,5,2,0,3,4,3
PR2658,085C-7FC2,2018-11-20,5,5,5,1,2,5,5,5
PR2659,7FFD-C810,2018-11-21,4,3,4,3,0,4,4,3
PR266,6176-3BEE,2014-03-28,5,5,2,3,0,4,3,3
PR2660,9360-3A68,2018-11-21,4,4,3,1,2,3,3,3
PR2661,C219-6C2E,2018-11-22,3,4,2,2,0,3,5,5
PR2662,1749-81A2,2018-11-23,3,2,2,2,1,4,5,4
PR2663,C22D-CE5F,2018-11-24,4,3,2,2,2,2,3,3
PR2664,E523-D168,2018-11-24,5,5,5,2,1,4,5,4
PR2665,5B11-3DB3,2018-11-25,3,4,4,3,3,3,5,5
PR2666,6A2B-42DB,2018-11-25,3,5,2,1,2,3,4,3
PR2667,F838-C681,2018-11-25,4,2,3,3,0,4,5,4
PR2668,3994-472A,2018-11-26,5,4,4,2,1,5,5,4
PR2669,12B5-11CC,2018-11-27,4,4,5,1,1,5,3,2
PR267,47A0-559B,2014-03-28,3,5,5,1,2,2,5,5
PR2670,4969-9A35,2018-11-28,5,4,5,1,2,5,3,2
PR2671,2BEA-43B2,2018-11-28,5,3,5,3,2,5,5,5
PR2672,C54B-DBC5,2018-11-29,3,3,5,3,0,4,5,4
PR2673,B312-7192,2018-11-29,5,5,2,1,1,5,5,5
PR2674,296A-A685,2018-11-30,5,2,5,2,1,3,4,3
PR2675,9FE1-0345,2018-12-01,5,3,3,2,0,2,5,5
PR2676,F265-79B0,2018-12-01,4,3,2,1,0,4,3,3
PR2677,4886-62DF,2018-12-02,3,2,4,2,0,3,4,3
PR2678,BD70-7DAE,2018-12-03,4,3,5,3,2,3,5,4
PR2679,DDAC-D5FD,2018-12-03,5,4,2,1,2,3,3,2
PR268,00E4-3D60,2014-03-30,3,5,2,3,3,2,4,4
PR2680,3D71-8DC2,2018-12-05,5,2,3,2,0,5,4,4
PR2681,A923-9EF6,2018-12-05,4,2,2,1,3,4,5,4
PR2682,DFA9-990E,2018-12-05,4,5,3,1,0,4,3,3
PR2683,D39D-4015,2018-12-05,3,2,5,2,1,2,5,5
PR2684,4A39-E8E6,2018-12-05,3,4,3,2,3,2,3,3
PR2685,E927-46D7,2018-12-06,5,5,3,1,1,5,5,5
PR2686,C6EC-FEB5,2018-12-07,4,2,3,2,3,3,4,3
PR2687,1B4A-5D80,2018-12-07,5,5,4,3,1,5,4,4
PR2688,598D-E3B4,2018-12-08,4,3,2,1,2,4,4,3
PR2689,B98B-4689,2018-12-08,5,4,5,2,0,4,3,3
PR269,03C5-51AD,2014-03-31,5,4,4,1,1,3,5,5
PR2690,63BF-A86A,2018-12-09,4,4,2,2,1,2,4,3
PR2691,58C8-63FA,2018-12-09,4,4,3,1,1,4,4,3
PR2692,CF8D-7379,2018-12-11,4,2,4,1,0,4,5,4
PR2693,533B-938D,2018-12-12,5,4,3,2,0,4,4,3
PR2694,E6D9-ADEE,2018-12-13,4,3,3,2,2,4,5,5
PR2695,E5C1-B122,2018-12-13,4,3,4,3,1,5,4,4
PR2696,39FC-7149,2018-12-13,4,3,2,2,1,2,4,4
PR2697,08FC-817E,2018-12-15,5,3,4,2,3,3,4,3
PR2698,E55E-9436,2018-12-16,5,2,2,2,0,5,4,4
PR2699,DF94-FD29,2018-12-17,4,3,5,2,3,2,5,5
PR27,D4D5-27FB,2013-01-23,5,4,3,1,2,2,4,3
PR270,A807-DE5D,2014-03-31,3,2,2,3,0,2,3,3
PR2700,9C71-34AE,2018-12-18,4,5,2,3,1,4,4,4
PR2701,8E5B-CBBF,2018-12-18,5,3,3,3,2,2,4,4
PR2702,AF5D-A8C8,2018-12-19,3,2,5,3,2,3,3,2
PR2703,DCFE-F601,2018-12-19,5,3,3,2,0,5,3,3
PR2704,0CED-EE28,2018-12-20,5,5,5,1,0,3,4,3
PR2705,5C61-8F3A,2018-12-20,5,5,5,3,0,5,4,3
PR2706,13E5-8466,2018-12-20,5,3,2,1,3,2,4,3
PR2707,10CE-8403,2018-12-21,5,3,3,3,3,5,4,3
PR2708,A2FB-2D5D,2018-12-22,3,3,3,1,0,5,5,4
PR2709,F93D-CB5A,2018-12-22,5,2,5,3,2,2,5,4
PR271,8FD9-AA59,2014-04-01,5,4,4,3,0,2,4,3
PR2710,0697-ADC3,2018-12-22,5,4,2,3,2,2,3,2
PR2711,A896-CDE2,2018-12-22,5,2,4,3,1,2,3,2
PR2712,E681-7B57,2018-12-24,3,4,4,1,0,3,3,3
PR2713,637B-DBAD,2018-12-24,4,4,2,1,0,3,5,4
PR2714,D836-B375,2018-12-24,5,5,5,1,0,2,4,3
PR2715,63E9-F74A,2018-12-24,3,3,4,3,1,4,5,4
PR2716,B492-D447,2018-12-24,5,5,4,2,3,2,4,3
PR2717,6C42-A719,2018-12-25,4,2,5,3,2,4,3,3
PR2718,A9EB-9E41,2018-12-25,3,4,3,1,2,4,5,4
PR2719,4CA1-F139,2018-12-26,3,5,4,2,0,4,5,4
PR272,1A6D-AF5D,2014-04-02,5,2,5,1,2,4,3,2
PR2720,1609-65E1,2018-12-28,3,3,4,2,2,2,5,4
PR2721,4D7E-BDA4,2018-12-28,5,2,4,3,0,5,3,3
PR2722,03EF-5904,2018-12-29,5,2,3,3,0,5,4,3
PR2723,74F2-5C55,2018-12-30,3,5,2,1,2,5,5,5
PR2724,ACA9-5DC2,2018-12-30,5,5,5,2,1,5,3,2
PR2725,211E-BC82,2018-12-30,5,3,5,3,1,4,4,3
PR2726,E47D-E3C5,2018-12-30,4,3,5,1,3,5,4,3
PR2727,40BE-EEAF,2018-12-31,3,4,4,1,1,5,5,4
PR2728,79F3-8AA5,2018-12-31,3,5,4,2,0,3,4,4
PR2729,79F7-78EC,2019-01-01,4,2,5,3,0,3,5,5
PR273,0210-E0D8,2014-04-03,3,3,3,3,0,2,5,4
PR2730,41EC-F2AA,2019-01-01,5,4,3,1,1,5,5,4
PR2731,8462-E88A,2019-01-01,3,5,2,3,0,4,3,2
PR2732,B61E-0F26,2019-01-02,4,4,4,3,0,3,3,3
PR2733,F5E3-48BB,2019-01-02,3,2,3,3,0,2,3,3
PR2734,C2DD-9D37,2019-01-02,5,2,3,1,3,2,5,4
PR2735,DF71-97FB,2019-01-02,4,3,3,3,0,5,5,4
PR2736,0678-748A,2019-01-03,4,5,2,1,1,5,3,2
PR2737,541F-3E19,2019-01-03,3,3,2,1,0,3,3,2
PR2738,89A6-7EF1,2019-01-03,4,5,4,2,2,2,5,4
PR2739,C0A1-EB7D,2019-01-04,3,2,5,2,1,5,5,4
PR274,B6EC-313E,2014-04-04,5,3,2,2,1,3,3,2
PR2740,1359-BEE3,2019-01-05,5,3,4,1,1,4,4,4
PR2741,D5DA-363A,2019-01-06,5,2,3,1,1,5,3,3
PR2742,9E7A-1F70,2019-01-07,3,2,4,1,0,5,4,3
PR2743,58F5-C8FC,2019-01-07,3,2,4,1,2,1,3,2
PR2744,C251-2A18,2019-01-08,3,4,4,3,3,2,4,4
PR2745,79E4-6632,2019-01-08,2,4,4,2,0,2,3,3
PR2746,05ED-92F1,2019-01-09,3,3,4,1,1,2,4,3
PR2747,F72D-261D,2019-01-09,1,1,2,2,2,2,4,3
PR2748,38EB-ADBD,2019-01-09,1,4,3,1,0,4,5,4
PR2749,D106-E487,2019-01-09,1,1,4,2,0,3,3,3
PR275,0D8F-C0F3,2014-04-06,3,5,3,2,0,2,5,5
PR2750,4563-8637,2019-01-09,2,3,1,2,1,2,5,4
PR2751,774E-685D,2019-01-10,5,5,4,1,3,3,5,4
PR2752,9937-CDF7,2019-01-10,5,3,3,3,0,2,3,2
PR2753,7839-CA12,2019-01-11,3,5,4,2,3,2,3,3
PR2754,EB66-D679,2019-01-11,4,4,5,3,0,5,4,3
PR2755,F58A-302D,2019-01-12,3,4,4,2,2,2,3,3
PR2756,12F7-BCBB,2019-01-13,3,5,3,3,1,2,4,3
PR2757,D045-B6CA,2019-01-13,3,2,2,1,3,4,3,3
PR2758,B340-5AD2,2019-01-13,3,5,4,1,1,5,5,5
PR2759,FF14-A43E,2019-01-14,5,5,5,3,1,5,4,4
PR276,1799-5B3F,2014-04-06,4,5,3,1,1,4,4,3
PR2760,02DA-7A72,2019-01-15,3,3,2,3,1,5,3,2
PR2761,28EA-A010,2019-01-15,3,4,5,3,2,5,3,3
PR2762,CBB3-0D7E,2019-01-15,3,2,4,1,1,3,5,5
PR2763,C330-DAF4,2019-01-15,3,5,4,3,1,2,3,2
PR2764,63B8-CCC0,2019-01-15,5,2,3,3,1,2,5,5
PR2765,79D0-C935,2019-01-15,3,3,5,1,0,4,4,4
PR2766,B48C-47D0,2019-01-16,5,2,2,1,2,5,3,3
PR2767,6DEB-F440,2019-01-16,4,5,2,2,0,5,3,2
PR2768,32AE-C02F,2019-01-17,3,5,3,1,0,3,5,4
PR2769,8A6B-AD5C,2019-01-17,4,4,5,2,3,2,5,5
PR277,3B11-DF28,2014-04-06,4,3,2,1,1,5,5,4
PR2770,8D34-EBDF,2019-01-17,4,5,2,1,0,5,5,4
PR2771,8BAB-B4A6,2019-01-17,3,2,2,3,0,2,3,3
PR2772,6FE1-C8A8,2019-01-18,5,5,4,2,2,2,3,2
PR2773,EB8F-204D,2019-01-18,4,4,2,2,0,4,4,3
PR2774,D921-AC35,2019-01-18,3,2,3,2,2,4,4,3
PR2775,6A8B-EC82,2019-01-18,3,4,4,1,1,4,3,2
PR2776,606E-A262,2019-01-19,4,3,2,3,3,2,5,4
PR2777,2374-7581,2019-01-19,3,5,4,2,3,5,3,2
PR2778,D3EB-610D,2019-01-19,3,5,4,2,0,5,4,4
PR2779,05B0-755F,2019-01-20,3,4,4,1,1,2,5,5
PR278,076F-8AA3,2014-04-07,5,2,5,3,0,4,3,2
PR2780,C1E8-5AAB,2019-01-20,4,5,5,1,3,5,3,2
PR2781,45D2-369E,2019-01-21,3,3,4,3,1,4,4,3
PR2782,7F1C-20B8,2019-01-21,4,4,5,2,0,4,5,4
PR2783,F98B-61B3,2019-01-21,4,5,2,1,2,4,5,4
PR2784,D4D5-27FB,2019-01-22,5,4,5,3,3,2,5,5
PR2785,9C71-61AE,2019-01-22,5,3,4,3,1,4,3,2
PR2786,8AAD-FAFB,2019-01-23,3,4,3,3,1,3,5,5
PR2787,20BA-5868,2019-01-23,3,5,5,2,1,4,3,2
PR2788,45D7-5C8A,2019-01-24,5,5,2,2,1,5,3,3
PR2789,AB03-8820,2019-01-24,4,2,4,1,0,5,3,2
PR279,2FC6-7ED5,2014-04-07,4,2,2,2,3,2,4,3
PR2790,B4E1-4A3E,2019-01-25,5,4,4,2,3,2,4,3
PR2791,618D-7685,2019-01-26,5,5,4,3,0,2,5,5
PR2792,FBED-F86B,2019-01-26,5,3,2,1,0,5,3,3
PR2793,6227-9D9E,2019-01-26,5,5,4,3,0,3,3,2
PR2794,B529-2745,2019-01-26,3,4,4,2,2,2,4,4
PR2795,5A0B-7F31,2019-01-28,4,2,3,2,3,4,4,3
PR2796,E4F4-11B9,2019-01-28,3,4,5,1,0,4,4,3
PR2797,B303-8962,2019-01-28,3,5,3,3,1,3,4,4
PR2798,98EE-8547,2019-01-29,4,3,2,3,0,5,3,2
PR2799,041A-31B0,2019-01-29,2,2,4,3,1,2,3,2
PR28,8AAD-FAFB,2013-01-24,4,2,3,3,0,2,3,3
PR280,95D7-1CE9,2014-04-09,5,2,3,1,0,2,4,4
PR2800,257B-8130,2019-01-29,3,3,2,1,0,3,3,2
PR2801,7279-6591,2019-01-30,1,2,4,1,2,3,4,3
PR2802,EEFC-DEC7,2019-01-30,1,1,3,1,1,3,5,5
PR2803,2E7B-43F0,2019-01-30,3,3,3,1,2,3,4,4
PR2804,4F22-FF67,2019-01-30,3,1,3,3,0,3,3,2
PR2805,1180-BEC9,2019-01-31,2,1,1,1,2,1,5,4
PR2806,EE04-1533,2019-01-31,4,3,4,1,2,4,5,4
PR2807,B50B-5A18,2019-02-01,4,2,4,3,0,2,5,5
PR2808,E099-3FCC,2019-02-01,4,3,4,3,3,4,4,3
PR2809,8CF6-3079,2019-02-02,3,5,2,1,0,4,4,4
PR281,B013-7D0C,2014-04-10,3,4,5,2,3,4,4,3
PR2810,D7EE-56FC,2019-02-02,3,5,5,1,1,4,4,3
PR2811,1F12-DDDA,2019-02-02,3,5,3,3,2,5,5,5
PR2812,9658-7750,2019-02-02,5,5,4,3,3,3,4,3
PR2813,B0C3-E578,2019-02-02,4,5,4,3,2,5,5,5
PR2814,62A3-DEA7,2019-02-03,3,2,4,3,3,3,5,5
PR2815,586E-5C14,2019-02-03,5,5,5,2,0,3,3,2
PR2816,8EE9-E86D,2019-02-04,3,4,3,1,1,3,4,3
PR2817,F3CD-9B5B,2019-02-04,3,3,4,1,1,2,4,4
PR2818,AD0D-E79F,2019-02-04,4,5,2,1,0,5,4,4
PR2819,D8B3-30D2,2019-02-04,5,4,3,1,2,2,5,4
PR282,531D-788E,2014-04-10,5,3,4,1,0,5,5,5
PR2820,B975-943A,2019-02-04,5,4,4,1,1,5,4,3
PR2821,C250-AF15,2019-02-04,4,3,4,2,0,2,4,4
PR2822,B122-D3D2,2019-02-04,3,2,5,2,1,3,4,4
PR2823,151D-1FF2,2019-02-05,4,2,2,2,2,4,4,4
PR2824,5476-CA0D,2019-02-05,3,5,4,2,2,5,3,2
PR2825,D696-9D82,2019-02-05,3,5,3,2,2,4,5,5
PR2826,1453-D3D8,2019-02-06,4,3,3,3,2,3,3,3
PR2827,F1A8-7140,2019-02-06,5,5,5,2,2,5,3,2
PR2828,C96F-0F3B,2019-02-08,3,2,5,2,1,2,4,4
PR2829,EE39-C8F2,2019-02-08,5,5,3,3,2,3,5,4
PR283,7BD4-7BFB,2014-04-11,3,2,4,2,2,4,5,4
PR2830,DF63-0D3C,2019-02-08,4,2,5,2,1,4,5,5
PR2831,B995-E5CE,2019-02-08,4,5,3,2,1,3,4,3
PR2832,9DFE-1FD5,2019-02-09,4,2,3,2,0,2,3,2
PR2833,0D1B-DEC2,2019-02-10,4,4,2,1,0,2,4,4
PR2834,B407-ABCA,2019-02-10,3,3,3,3,2,3,3,3
PR2835,5818-560C,2019-02-10,5,2,2,2,3,3,4,4
PR2836,DB6C-3B2F,2019-02-11,4,4,4,2,2,4,5,5
PR2837,8ED3-4377,2019-02-11,4,5,3,1,3,4,3,2
PR2838,279C-7342,2019-02-12,3,5,4,1,1,3,4,4
PR2839,83FD-F920,2019-02-12,3,5,5,1,3,3,4,4
PR284,152E-8DB1,2014-04-12,4,2,4,2,2,3,5,4
PR2840,B2D6-A355,2019-02-12,5,2,3,2,2,2,4,3
PR2841,626A-9377,2019-02-13,5,2,4,1,2,3,4,3
PR2842,0CF8-1EBD,2019-02-13,3,5,4,3,1,5,3,2
PR2843,388D-DB68,2019-02-13,5,4,4,3,2,4,5,4
PR2844,0DBC-596E,2019-02-14,3,5,2,1,0,2,5,4
PR2845,55B1-3712,2019-02-14,4,3,3,3,0,3,4,3
PR2846,5A04-0EB4,2019-02-15,5,3,2,1,2,3,5,4
PR2847,111D-E5EF,2019-02-15,3,5,4,3,0,5,5,5
PR2848,97F4-0B14,2019-02-15,4,5,2,3,2,5,5,5
PR2849,3261-373A,2019-02-16,5,5,5,1,1,4,4,4
PR285,1A7C-19DB,2014-04-12,4,3,4,3,1,2,4,3
PR2850,5021-95FC,2019-02-17,3,3,4,3,2,5,3,2
PR2851,B97B-73D7,2019-02-17,3,4,5,1,0,5,3,3
PR2852,D351-C7E4,2019-02-17,3,2,2,3,3,3,3,2
PR2853,EEA0-C109,2019-02-17,5,2,4,1,1,4,3,3
PR2854,3C7D-86ED,2019-02-18,3,5,5,3,2,5,3,3
PR2855,2219-56CA,2019-02-20,3,3,2,3,0,3,4,4
PR2856,8FB2-4CE0,2019-02-20,4,5,2,3,0,2,5,4
PR2857,B437-FCF8,2019-02-20,3,4,5,3,1,3,4,3
PR2858,5237-1B85,2019-02-21,5,5,2,2,3,2,3,3
PR2859,F968-671C,2019-02-21,5,5,3,1,2,3,3,3
PR286,489B-14EC,2014-04-12,5,2,5,3,1,5,5,5
PR2860,F997-FE6C,2019-02-21,3,3,3,3,2,4,4,4
PR2861,CED0-8D31,2019-02-21,4,3,2,3,0,3,4,3
PR2862,5B08-EF96,2019-02-22,3,5,2,3,0,3,3,2
PR2863,E348-E12B,2019-02-22,5,2,2,3,1,3,5,5
PR2864,8ACE-C5CE,2019-02-22,4,2,5,2,0,5,5,4
PR2865,C6A8-4E8A,2019-02-22,3,5,4,3,1,4,5,5
PR2866,C900-9EF9,2019-02-22,4,3,2,2,2,3,3,3
PR2867,0F53-9877,2019-02-22,4,4,3,3,0,5,3,2
PR2868,63DA-AA21,2019-02-23,3,2,4,2,0,4,5,5
PR2869,3120-B11F,2019-02-24,5,5,4,3,1,4,4,4
PR287,52CC-3E9E,2014-04-13,5,5,4,2,1,5,5,4
PR2870,C016-FA12,2019-02-25,4,2,5,2,0,2,5,5
PR2871,7816-BF57,2019-02-25,4,3,5,1,0,5,4,3
